bonica.rid,bonica.cid,name,lname,ffname,gender,icpsr,id_fec
cand157279,NA,"gluesenkamp perez, marie",gluesenkamp perez,marie,F,22358,H2WA03217
cand157291,30815450751,"hightower, william charles bill",hightower,william charles bill,M,AL16818825,al_26429
cand1572nominee,500001e10,"clinton, hillary rodham",clinton,hillary rodham,F,40105nominee,S0NY00188
cand1573,500001e10,"murkowski, lisa",murkowski,lisa,F,40300,S4AK00099
cand157312,NA,"sorensen, eric",sorensen,eric,M,22365,H2IL17147
cand157321,5e15,"sykes, emilia",sykes,emilia,F,22367,H2OH13264
cand157347,37678532522,"vasquez, gabriel",vasquez,gabriel,M,22371,H2NM02191
cand157352,37722632600,"williams, brandon mcdonald",williams,brandon mcdonald,M,22372,H2NY22212
cand157358,37695785226,"moylan, james c",moylan,james c,M,22373,H2GU01031
cand157371,NA,"george, stacey lee",george,stacey lee,F,AL22025613,AL22025613
cand157372,NA,"bass, kevin",bass,kevin,M,AL22025616,AL22025616
cand1574,3822458611,"pryor, mark l",pryor,mark l,M,40301,S0AR00028
cand157446,36904673395,"countryman, christopher a",countryman,christopher a,M,AL44000804,AL44000804
cand157447,NA,"fields jr, james c",fields,james c,M,AL44000806,AL44000806
cand157463,NA,"mcallister, michael",mcallister,michael,M,AL44858366,AL44858366
cand1575,NA,"coleman, norm",coleman,norm,M,40302,S2MN00126
cand1576,5e15,"dole, elizabeth",dole,elizabeth,F,40303,P00003319
cand157621,NA,"sanders fortier, malika",sanders fortier,malika,F,AL44858824,AL44858824
cand157653,31417934501,"cooke, stanley kyle",cooke,stanley kyle,M,AL45607895,H0AL06088
cand1577,29085809769,"alexander, lamar",alexander,lamar,M,40304,P60003225
cand157739,NA,"countryman, christopher",countryman,christopher,M,AL54852666,AL54852666
cand157742,500004e10,"flowers, yolanda",flowers,yolanda,F,AL54852667,AL54852667
cand157743,500004e10,"jamieson, patricia",jamieson,patricia,F,AL54852668,AL54852668
cand157745,NA,"martin, chad chig",martin,chad chig,M,AL54852670,AL54852670
cand157746,NA,"blanchard, lynda lindy",blanchard,lynda lindy,F,AL54852673,AL54852673
cand157747,NA,"burdette, robert lew",burdette,robert lew,M,AL54852674,AL54852674
cand157748,37627077709,"odle, dean",odle,dean,M,AL54852679,AL54852679
cand157750,3820450724,"thomas, dave",thomas,dave,M,AL54852680,AL54852680
cand1578,3816417571,"cornyn, john",cornyn,john,M,40305,S2TX00106
cand157838,2546799794,"glover, benjamin n rusty iii",glover,benjamin n rusty,M,AL55420763,H2AL01093
cand1579,5623759153,"salazar, ken",salazar,ken,M,40500,S4CO00163
cand157907,NA,"blake, james jimmy",blake,james jimmy,M,AL56783092,AL56783092
cand1580,NA,"martinez, mel",martinez,mel,M,40501,S4FL00298
cand1581,5e15,"klobuchar, amy j",klobuchar,amy j,F,40700,S6MN00267
cand1582,500001e10,"mccaskill, claire",mccaskill,claire,F,40701,S6MO00305
cand158229,NA,"williams, major",williams,major,M,CA_CP1427915,CA_CP1427915
cand1583,3822468529,"tester, jon",tester,jon,M,40702,S6MT00162
cand158331,37542191817,"gallucci, sam l",gallucci,sam l,M,CA_CP1435027,CA_CP1435027
cand158338,NA,"faulconer, kevin",faulconer,kevin,M,CA_CP1435475,CA_CP1435475
cand158353,NA,"luciano, joseph",luciano,joseph,M,CA_CP1435936,CA_CP1435936
cand158377,500004e10,"stephens, sarah l",stephens,sarah l,F,CA_CP1436762,CA_CP1436762
cand158393,500004e10,"le roux, jenny rae",leroux,jenny rae,F,CA_CP1437390,CA_CP1437390
cand1584,3816420594,"casey, robert p jr",casey,robert p,M,40703,S6PA00217
cand158408,37540194088,"hanink, james g",hanink,james g,M,CA_CP1437888,CA_CP1437888
cand158409,500004e10,"jenner, caitlyn",jenner,caitlyn,F,CA_CP1437931,CA_CP1437931
cand158415,37540195952,"trimino, anthony d",trimino,anthony d,M,CA_CP1438195,CA_CP1438195
cand158417,37540196663,"paffrath, kevin",paffrath,kevin,M,CA_CP1438298,CA_CP1438298
cand158432,109118092,"zacky, leo s",zacky,leo s,M,CA_CP1439063,CA_CP1439063
cand158437,NA,"elder, larry",elder,larry,M,CA_CP1439387,CA_CP1439387
cand158442,NA,"mcgowan, jacqueline",mcgowan,jacqueline,F,CA_CP1439565,CA_CP1439565
cand158443,NA,"newsom 2021; californians united to recall governor ,",newsom 2021; californians united to recall governor,NA,NA,CA_CP1439675,CA_CP1439675
cand158451,NA,"newsom; californians against trumpism, opposing the recall of governor,",newsom; californians against trumpism,opposing the recall of governor,NA,CA_CP1440357,CA_CP1440357
cand158462,3818425971,"bentley, robert j",bentley,robert j,M,AL6568236,AL3188
cand158467,NA,"riley jr, robert r",riley,robert r,M,AL6578061,AL6578061
cand158471,29175909515,"grimes, david",grimes,david,M,AL6583956,H8AL02114
cand158473,5e15,"ivey, kay ellen",ivey,kay ellen,F,AL6583997,al_26544
cand158481,5e15,"cavanaugh, twinkle",cavanaugh,twinkle,F,AL6675963,al_26273
cand1585,5201490970,"whitehouse, sheldon ii",whitehouse,sheldon,M,40704,S6RI00221
cand158508,3818427783,"moore, roy s",moore,roy s,M,AL7213152,AL137252
cand158512,3969004567,"young, dean",young,dean,M,AL7327329,AL7327329
cand158565,4122332389,"meeks, david",meeks,david,M,AR12997656,H0AR02099
cand158574,29587061023,"henderson, jared k",henderson,jared k,M,AR13489041,AR13489041
cand1586,3816418055,"corker, robert p jr",corker,robert p,M,40705,S6TN00216
cand158613,NA,"britt, katie boyd",britt,katie boyd,F,42300,S2AL00145
cand158617,37680377552,"vance, j d",vance,j d,U,42304,S2OH00436
cand1587,2329677011,"webb, james h jr",webb,james h,M,40706,S6VA00127
cand1588,5121421141,"barrasso, john a",barrasso,john a,M,40707,S6WY00068
cand158849,36021066264,"west, mark",west,mark,M,AR44001318,AR44001318
cand158866,NA,"morgan, jan",morgan,jan,F,AR44489772,AR44489772
cand1589,29055805323,"begich, mark",begich,mark,M,40900,S8AK00090
cand158937,500004e10,"powers, christin noel",powers,christin noel,F,P00008946,P00008946
cand158952,NA,"castro, julian",castro,julian,M,P00009092,P00009092
cand158972,5e15,"gillibrand, kirsten",gillibrand,kirsten,F,P00009290,P00009290
cand158985,NA,"harris, kamala d",harris,kamala d,F,P00009423,P00009423
cand158998,NA,"ma, james",ma,james,M,P00009555,P00009555
cand1590,3820440112,"risch, james e jim",risch,james e jim,M,40902,S8ID00092
cand159005,500001e10,"warren, elizabeth",warren,elizabeth,F,P00009621,P00009621
cand159022,NA,"booker, cory a",booker,cory a,M,P00009795,P00009795
cand159034,500004e10,"williamson, marianne",williamson,marianne,F,P00009910,P00009910
cand159052,NA,"leffert, akiva",leffert,akiva,M,P00010108,P00010108
cand159054,35869189221,"hunter, dario david",hunter,dario david,M,P00010124,P00010124
cand159087,NA,"inslee, jay r",inslee,jay r,M,P00010454,P00010454
cand159094,5613549960,"hickenlooper, john w",hickenlooper,john w,M,P00010520,P00010520
cand159100,35950504233,"pierce, mark allan",pierce,mark allan,M,P00010587,P00010587
cand159108,500003e10,"mccray, valerie lin",mccray,valerie lin,F,P00010660,P00010660
cand1592,29326022905,"franken, al",franken,al,M,40904,S8MN00438
cand159233,35723344864,"bland, anthony",bland,anthony,M,AR54439370,AR54439370
cand159234,37640664922,"jones, chris",jones,chris,M,AR54449353,AR54449353
cand159235,33560584735,"russell, james",russell,james,M,AR54449354,AR54449354
cand159236,NA,"xayprasith mays, supha",xayprasith mays,supha,NA,AR54449355,AR54449355
cand159237,NA,"harrington jr, ricky dale",harrington,ricky dale,M,AR54449357,AR54449357
cand159246,NA,"washburn, francis doc",washburn,francis doc,M,AR55125726,AR55125726
cand159281,NA,"klobuchar, amy j",klobuchar,amy j,F,P80006117,P80006117
cand159283,3822472562,"byrne, bradley roberts",byrne,bradley roberts,M,S0AL00206,S0AL00206
cand159285,35920219548,"kelly, mark",kelly,mark,M,41905,S0AZ00350
cand159294,500004e10,"zornio, patricia anne",zornio,patricia anne,F,S0CO00450,S0CO00450
cand159295,NA,"johnston, michael c",johnston,michael c,M,S0CO00468,S0CO00468
cand159296,NA,"kombo, danielle",kombo,danielle,F,S0CO00476,S0CO00476
cand1593,3099033365,"johanns, michael o",johanns,michael o,M,40905,S8NE00117
cand159305,500004e10,"harris, nancy lynn",harris,nancy lynn,F,S0ID00149,S0ID00149
cand159306,NA,"stava murray, anne michele most recen",stava murray,anne michele most recen,F,S0IL00493,S0IL00493
cand159307,NA,"hubbard, peggy",hubbard,peggy,F,S0IL00501,S0IL00501
cand159309,NA,"laturner, jake",laturner,jake,M,S0KS00208,S0KS00208
cand159310,NA,"smith, adam",smith,adam,M,S0KS00216,S0KS00216
cand159322,2854940315,"fuller, trevor michael",fuller,trevor michael,M,S0NC00285,S0NC00285
cand159323,500004e10,"smith, sandy",smith,sandy,F,S0NC00293,S0NC00293
cand159324,NA,"o donnell, justin f",odonnell,justin f,M,S0NH00300,S0NH00300
cand159326,NA,"mccormick, lisa",mccormick,lisa,F,S0NJ00175,S0NJ00175
cand159337,NA,"harrison, jaime",harrison,jaime,U,S0SC00289,S0SC00289
cand159338,35795334452,"ocegueda, adrian",ocegueda,adrian,M,S0TX00225,S0TX00225
cand159340,36021027668,"wheeler, joshua b",wheeler,joshua b,M,S0WY00103,S0WY00103
cand1594,5e15,"shaheen, jeanne",shaheen,jeanne,F,40906,S0NH00219
cand1595,5e15,"hagan, kay r",hagan,kay r,F,40907,S8NC00239
cand159545,4073310469,"coleman, curtis w",coleman,curtis w,M,AR9662804,AR9662804
cand159551,500004e10,"huckabee sanders, sarah",huckabee sanders,sarah,F,AR9678064,AR9678064
cand159553,3816415523,"martin, jay",martin,jay,M,AR9705653,AR9705653
cand159559,NA,"ross, mike",ross,mike,M,AR9726492,AR9726492
cand1596,4643044922,"merkley, jeffrey alan",merkley,jeffrey alan,M,40908,S8OR00207
cand159692,5e15,"giffords, gabrielle",giffords,gabrielle,F,20701,H6AZ08038
cand159698,30350357062,"garcia, david r",garcia,david r,M,AZ14016474,AZ14016474
cand1597,29045798641,"warner, mark r",warner,mark r,M,40909,P80003023
cand1598,3818425425,"bennet, michael f",bennet,michael f,M,40910,S0CO00211
cand159817,37640695099,"johnson, joseph",johnson,joseph,M,AZ25729821,AZ25729821
cand159868,100033005,"mccormick, kevin",mccormick,kevin,M,AZ44001342,AZ44001342
cand159873,111238419,"lieberman, aaron",lieberman,aaron,M,AZ44156692,AZ44156692
cand159880,500004e10,"taylor robson, karrin",taylor robson,karrin,F,AZ45104891,AZ45104891
cand159884,NA,"fryer, kelly",fryer,kelly,F,AZ45361871,AZ45361871
cand1599,3816419210,"brown, scott p",brown,scott p,M,40913,S0MA00109
cand159990,3951992898,"torres, angel",torres,angel,NA,AZ46020658,AZ46020658
cand160,4021296602,"sarbanes, paul s",sarbanes,paul s,M,13039,S6MD00066
cand1600,3816416737,"manchin, joe, iii",manchin,joe,M,40915,S0WV00090
cand160005,100046459,"riggs, frank d",riggs,frank d,M,AZ4716130,az_201400438
cand1601,5111402547,"coons, christopher a",coons,christopher a,M,40916,S0DE00092
cand160112,NA,"lake, kari",lake,kari,F,AZ54484399,AZ54484399
cand160113,37659736016,"lopez, marco",lopez,marco,M,AZ54852688,AZ54852688
cand160114,4146360505,"gaynor, steve",gaynor,steve,M,AZ54852689,AZ54852689
cand160117,500004e10,"tulliani, paola",tulliani,paola,F,AZ54940590,AZ54940590
cand160127,36161837087,"neely, scott david",neely,scott david,M,AZ55437811,AZ55437811
cand1602,2422730057,"blumenthal, richard",blumenthal,richard,M,41101,S0CT00177
cand160276,5e15,"hobbs, katie marie",hobbs,katie marie,F,AZ6507388,AZ6507388
cand160283,NA,"hess, barry",hess,barry,M,AZ6539470,AZ25477
cand160285,3818426043,"bennett, kenneth roy",bennett,kenneth roy,M,AZ6601952,AZ3228
cand160291,29105841339,"biggs, andy",biggs,andy,M,21705,H6AZ05083
cand1603,29255961623,"rubio, marco",rubio,marco,M,41102,S0FL00338
cand160308,3110071206,"melvin, albert anthony",melvin,albert anthony,M,AZ6671195,AZ6671195
cand160318,3820445106,"ducey, douglas a",ducey,douglas a,M,AZ6690747,AZ144467
cand160328,5e15,"jones, christine n",jones,christine n,F,AZ8457713,AZ8457713
cand160344,NA,"bayless, mary e betsey",bayless,mary e betsey,F,AZ8542188,AZ8542188
cand160354,4638047924,"smith, scott",smith,scott,M,AZ8754232,AZ8754232
cand160406,3822472562,"byrne, bradley roberts",byrne,bradley roberts,M,21376,H4AL01123
cand160407,NA,"james, jessica",james,jessica,F,H4AL01131,H4AL01131
cand160408,3754299475,"fincher, chad",fincher,chad,M,H4AL01149,H4AL01149
cand160409,31417887849,"leflore, burton r",leflore,burton r,M,H4AL01156,H4AL01156
cand160411,31640645206,"griffith, preston wells iii",griffith,preston wells,M,H4AL01172,H4AL01172
cand160412,31157371441,"chew, robin leo",chew,robin leo,M,H4CA18060,H4CA18060
cand160413,4049287668,"sheridan, timothy j",sheridan,timothy j,M,H4CA42086,H4CA42086
cand160414,5e15,"walters, mimi",walters,mimi,F,21509,H4CA45097
cand160415,31440066818,"demaio, carl",demaio,carl,M,H4CA52051,H4CA52051
cand160416,31407741990,"jorgensen, kirk",jorgensen,kirk,M,H4CA52069,H4CA52069
cand160417,4067300382,"simon, fred j jr",simon,fred j,M,H4CA52077,H4CA52077
cand160418,31574383712,"halter, irving leslie jr",halter,irving leslie,M,H4CO05055,H4CO05055
cand160419,32791687502,"scurry smith, gloreatha",scurry smith,gloreatha,F,H4FL05065,H4FL05065
cand160421,33220931394,"vivaldi, peter",vivaldi,peter,M,H4FL09117,H4FL09117
cand160422,5e15,"enright, jean l",enright,jean l,F,H4FL20056,H4FL20056
cand160423,29105820551,"curbelo, carlos",curbelo,carlos,M,21512,H4FL26038
cand160424,NA,"chapman, jeff",chapman,jeff,M,H4GA01070,H4GA01070
cand160425,3820452464,"anderson, ikaika",anderson,ikaika,M,H4HI01118,H4HI01118
cand160426,500003e10,"vernon, monica w",vernon,monica w,F,H4IA01077,H4IA01077
cand160427,29055806573,"obrien, david a",obrien,david a,M,H4IA01085,H4IA01085
cand160428,500001e10,"dandekar, swati arvind",dandekar,swati arvind,F,H4IA01093,H4IA01093
cand160430,5e15,"appel, staci",appel,staci,F,IA7865,H4IA03065
cand160431,31702845388,"mowrer, jim",mowrer,jim,M,H4IA04113,H4IA04113
cand160432,4638044820,"smith, bryan",smith,bryan,M,H4ID02063,H4ID02063
cand160433,32319160609,"williams, david earl iii",williams,david earl,M,H4IL09074,H4IL09074
cand160434,NA,"robbins, craig",robbins,craig,M,H4IL11229,H4IL11229
cand160435,2784918250,"bost, michael j",bost,michael j,M,21519,H4IL12060
cand160437,500003e10,"harold, erika natali louise",harold,erika natali louise,F,H4IL13191,H4IL13191
cand160439,5e15,"jensen, elisabeth",jensen,elisabeth,F,H4KY06130,H4KY06130
cand160440,3767392451,"bongino, daniel",bongino,daniel,M,S2MD00370,H4MD06191
cand160441,5e15,"cain, emily ann",cain,emily ann,F,ME5350,H4ME02200
cand160445,31574388586,"benson, michael mike wayne",benson,michael mike wayne,M,H4MN01153,H4MN01153
cand160446,30223970294,"craft, thomas edward",craft,thomas edward,M,H4MN02128,H4MN02128
cand160447,3822472867,"emmer, thomas earl jr",emmer,thomas earl,M,21531,H4MN06087
cand160448,4021282265,"pederson, john",pederson,john,M,H4MN06095,H4MN06095
cand160449,5e15,"sivarajah, rhonda",sivarajah,rhonda,F,H4MN06103,H4MN06103
cand160450,29075807395,"mills, stewart",mills,stewart,M,H4MN08083,H4MN08083
cand160451,2329677781,"webb, don",webb,don,M,H4NC06060,H4NC06060
cand160452,5e15,"adams, danielle",adams,danielle,F,H4NC06078,H4NC06078
cand160453,107995025,"battle, george edward iii",battle,george edward,M,H4NC12076,H4NC12076
cand160454,2361683654,"graham, malcolm",graham,malcolm,M,H4NC12084,H4NC12084
cand160455,5452824196,"osborne, curtis c",osborne,curtis c,M,H4NC12092,H4NC12092
cand160456,5e15,"adams, alma shealey",adams,alma shealey,F,21545,H4NC12100
cand160457,NA,"obrien, william l",obrien,william l,M,H4NH02225,H4NH02225
cand160458,27364603226,"endean singh, leslie",endean singh,leslie,U,H4NM02064,H4NM02064
cand160459,NA,"kohn, erin bilbray",kohn,erin bilbray,F,H4NV03084,H4NV03084
cand160461,36023826454,"gottesman, russell l",gottesman,russell l,M,H4OH10142,H4OH10142
cand160463,500003e10,"si, tae hee",si,tae hee,U,H4OK04135,H4OK04135
cand160464,NA,"faparusi, oluyomi sr fapas",faparusi,oluyomi fapas,M,H4TN04155,H4TN04155
cand160466,31085213513,"marchbanks, james neal",marchbanks,james neal,M,H4TX19276,H4TX19276
cand160467,3174110508,"minor, louie jr",minor,louie,M,H4TX31040,H4TX31040
cand160469,500003e10,"lane, charlotte r",lane,charlotte r,F,H4WV02098,H4WV02098
cand160499,5e15,"handel, karen christine",handel,karen christine,F,S4GA11244,S4GA11244
cand1605,500003e10,"ayotte, kelly a",ayotte,kelly a,F,41106,S0NH00235
cand160501,4771176427,"clovis, samuel",clovis,samuel,M,S4IA00111,S4IA00111
cand160502,5e15,"ernst, joni k",ernst,joni k,F,41502,S4IA00129
cand160503,29787271673,"truax, douglas lee",truax,douglas lee,M,S4IL00438,S4IL00438
cand160504,5e15,"land, terri lynn",land,terri lynn,F,MI16095,S4MI00363
cand160505,2922983370,"abeler, jim",abeler,jim,M,MN3561,S4MN00353
cand160507,3140091108,"tillis, thom r",tillis,thom r,M,41504,S4NC00162
cand160508,3822472454,"osborn, shane",osborn,shane,M,S4NE00074,S4NE00074
cand160511,3787897736,"lonegan, steven m",lonegan,steven m,M,S4NJ00219,S4NJ00219
cand160512,5e15,"oliver, sheila",oliver,sheila,F,S4NJ00227,S4NJ00227
cand160514,33031128502,"silverstein, matthew benjamin",silverstein,matthew benjamin,M,S4OK00216,S4OK00216
cand160515,5492907635,"lind, howard rhodes",lind,howard rhodes,M,S4VA00130,S4VA00130
cand160516,33369990135,"hill, shak",hill,shak,U,S4VA00148,S4VA00148
cand1606,29175872347,"hoeven, john & dalrymple, jack",hoeven,john & dalrymple,M,41107,S0ND00093
cand160663,500003e10,"percefull, janis kent",percefull,janis kent,F,H4AR04030,H4AR04030
cand160664,4616028512,"domino, carl j",domino,carl j,M,FL7521,H4FL18068
cand160665,3107058680,"carter, james darwin",carter,james darwin,M,H4GA01088,H4GA01088
cand160666,3822470968,"espero, william c",espero,william c,M,HI47,H4HI01126
cand160668,NA,"delacerda, gabriel jose",delacerda,gabriel jose,M,H4IA03073,H4IA03073
cand160669,4122353353,"gollin, george",gollin,george,M,H4IL13209,H4IL13209
cand160670,5e15,"wakefield, margie",wakefield,margie,F,H4KS02115,H4KS02115
cand160671,3816417306,"coblenz, michael",coblenz,michael,M,H4KY06148,H4KY06148
cand160672,2595820254,"palumbo, joseph e",palumbo,joseph e,M,H4KY06155,H4KY06155
cand160674,31433991532,"moulton, seth",moulton,seth,M,21525,H4MA06090
cand160675,5e15,"defranco, marisa a",defranco,marisa a,F,H4MA06108,H4MA06108
cand160676,4616030829,"konetchy, peter d",konetchy,peter d,M,S2MI00169,H4MI04100
cand160677,5e15,"byrnes, pam",byrnes,pam,F,MI3533,H4MI07178
cand160678,5e15,"garrison, jennifer d",garrison,jennifer d,F,OH6596,H4OH06074
cand160679,2583819937,"bolger, richard owen",bolger,richard owen,M,H4VA10063,H4VA10063
cand1607,3944958489,"lee, mike",lee,mike,M,41110,S0UT00165
cand160705,3135079529,"yu, eugene chin",yu,eugene chin,M,S4GA11269,H4GA12051
cand160706,5e15,"nunn, mary michelle",nunn,mary michelle,F,S4GA11277,S4GA11277
cand160707,34219316420,"schaben, scott",schaben,scott,M,S4IA00137,S4IA00137
cand160709,4619032979,"mcleay, bartholomew l",mcleay,bartholomew l,M,S4NE00082,S4NE00082
cand160712,500003e10,"bosworth, annette",bosworth,annette,F,S4SD00064,S4SD00064
cand160713,3822472647,"rhoden, larry robert",rhoden,larry robert,M,S4SD00072,S4SD00072
cand160727,500003e10,"shelley, susan",shelley,susan,F,CA17657746,H2CA30242
cand160729,4657063448,"pollock, david",pollock,david,M,CA18695011,H2CA24146
cand160730,29135854761,"campbell, john b t iii",campbell,john b t,M,20539,H6CA48039
cand160754,31485149050,"champ, glen",champ,glen,M,CA21263380,CA21263380
cand160760,NA,"hall iii, isadore",hall,isadore,M,CA22070,H2CA35100
cand160769,500004e10,"buycks, janel hyeshia",buycks,janel hyeshia,F,CA23420864,CA23420864
cand160770,29085843395,"newman, robert",newman,robert,M,CA23420870,CA23420870
cand160771,37659946093,"rodriguez, luis j",rodriguez,luis j,M,CA23420871,CA23420871
cand160772,NA,"sheehan, cindy l",sheehan,cindy l,F,CA23420872,CA23420872
cand1608,5010947219,"johnson, ronald harold",johnson,ronald harold,M,41111,S0WI00197
cand160825,3995189635,"de saulnier, mark",desaulnier,mark,M,21504,H0CA10073
cand160826,3822471924,"wyland, mark",wyland,mark,M,CA2471345,H6CA50092
cand160829,37089824970,"wildstar, nickolas",wildstar,nickolas,M,CA25085290,CA25085290
cand160867,4185395764,"vidak, james andrew",vidak,james andrew,M,CA330788,H0CA20098
cand160894,5e15,"jones, suzanne veronica",jones,suzanne veronica,F,CA39707378,H8CA04160
cand1609,4704115315,"inouye, daniel ken",inouye,daniel ken,M,4812,S4HI00011
cand1610,NA,"jackson, jesse l",jackson,jesse l,M,P40001018,P40001018
cand1612,NA,"seymour, john f",seymour,john f,M,49100,S2CA00310
